County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
King,Kirkland,WA,98033,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
King,Seattle,WA,98146,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Auburn,WA,98001,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Bothell,WA,98011,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98023,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93
King,Kent,WA,98031,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2023,AUDI,Q4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Woodinville,WA,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Kirkland,WA,98033,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),18
Clark,Vancouver,WA,98685,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Sammamish,WA,98075,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Kirkland,WA,98033,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98023,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239
Clark,Vancouver,WA,98660,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98168,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98023,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Issaquah,WA,98029,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
Island,Coupeville,WA,98239,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98001,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Ridgefield,WA,98642,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Auburn,WA,98092,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98115,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kirkland,WA,98034,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308
King,Seattle,WA,98125,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,AUDI,Q8,Battery Electric Vehicle (BEV),0
Thurston,Yelm,WA,98597,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98006,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,Mercer Island,WA,98040,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
Jefferson,Port Townsend,WA,98368,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Kent,WA,98030,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Kirkland,WA,98034,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270
King,Seattle,WA,98144,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Auburn,WA,98092,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22
Clark,Vancouver,WA,98662,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98166,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98178,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83
Clark,Vancouver,WA,98682,2016,BMW,I3,Battery Electric Vehicle (BEV),81
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98664,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Kent,WA,98030,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Ridgefield,WA,98642,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98155,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Seattle,WA,98112,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
King,Seattle,WA,98119,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98042,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Lynnwood,WA,98087,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Seattle,WA,98112,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Seattle,WA,98109,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Kingston,WA,98346,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13
Clark,Vancouver,WA,98683,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239
King,Kent,WA,98042,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Kitsap,Bainbridge Island,WA,98110,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
King,Bellevue,WA,98004,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),0
Kitsap,Olalla,WA,98359,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Clark,Camas,WA,98607,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Bellevue,WA,98005,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98058,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98005,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
King,Kirkland,WA,98034,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Seattle,WA,98115,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98023,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98168,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Kitsap,Bremerton,WA,98312,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26
King,Seattle,WA,98177,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98134,2024,BMW,I5,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98155,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Renton,WA,98055,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Burien,WA,98166,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Lake Stevens,WA,98258,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),14
Kitsap,Port Orchard,WA,98367,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Snohomish,Mukilteo,WA,98275,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215
King,Maple Valley,WA,98038,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Clark,Vancouver,WA,98684,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Kirkland,WA,98034,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Kent,WA,98031,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seattle,WA,98178,2024,KIA,EV9,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Kenmore,WA,98028,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Cowlitz,Kelso,WA,98626,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),0
Cowlitz,Longview,WA,98632,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
Thurston,Lacey,WA,98503,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Burien,WA,98166,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Bellevue,WA,98006,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Bellevue,WA,98005,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34
Clark,Camas,WA,98607,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98059,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kent,WA,98031,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
King,Seattle,WA,98133,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98059,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98108,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Burien,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98002,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kent,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98367,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98108,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0
King,Enumclaw,WA,98022,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Kirkland,WA,98033,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Vancouver,WA,98685,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Clark,Camas,WA,98607,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98112,2023,BMW,IX,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98178,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Woodinville,WA,98072,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
Thurston,Olympia,WA,98513,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),37
Cowlitz,Longview,WA,98632,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97
Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98312,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),20
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Redmond,WA,98052,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Ridgefield,WA,98642,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Beaux Arts,WA,98004,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Seattle,WA,98117,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Yakima,Grandview,WA,98930,2022,LUCID,AIR,Battery Electric Vehicle (BEV),0
King,Maple Valley,WA,98038,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18
Clark,Vancouver,WA,98685,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Bellevue,WA,98004,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
Snohomish,Lynnwood,WA,98036,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26
King,Seattle,WA,98112,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13
King,Seattle,WA,98133,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
King,Burien,WA,98168,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Battle Ground,WA,98604,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Bellevue,WA,98004,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
Clark,Vancouver,WA,98685,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
Clark,Vancouver,WA,98684,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98004,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98660,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Kitsap,Bainbridge Island,WA,98110,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98003,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Jefferson,Chimacum,WA,98325,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Kitsap,Bainbridge Island,WA,98110,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98032,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),40
Cowlitz,Kelso,WA,98626,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98004,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Kitsap,Bainbridge Island,WA,98110,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,FORD,F-150,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Newcastle,WA,98056,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
Thurston,Lacey,WA,98503,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
Clark,Vancouver,WA,98685,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Redmond,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98109,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98059,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Kitsap,Bainbridge Island,WA,98110,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),32
Yakima,Selah,WA,98942,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98337,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Seattle,WA,98109,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),18
King,Kirkland,WA,98034,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
King,Issaquah,WA,98029,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98034,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
Snohomish,Lynnwood,WA,98036,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Bellevue,WA,98005,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
Clark,Vancouver,WA,98685,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98664,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98683,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Bellevue,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Jefferson,Port Townsend,WA,98368,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258
Jefferson,Port Townsend,WA,98368,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Bellevue,WA,98004,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Bellevue,WA,98006,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Redmond,WA,98052,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),293
King,Renton,WA,98055,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
Snohomish,Bothell,WA,98012,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),149
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98125,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
